Judul Video,Akun Komentar,Komentar,Likes,Waktu Komentar;
"SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@Ms_Rijal,""Gw adalah orang yang ga pernah nyoblos bahkan simpatik sama jokowi.. bukan gak suka orangnya tapi ngga suka waktu di bidang politik. Nah gw suka politik, mknya gw ada analisa sendiri sejak dia walikota solo. Walaupun orang orang fanatik gw engga sekalipun. Sekarang pun aku merasa kenapa banyak brand atau pun orang yang bantu aceh kaya ada yang janggal, gw suport mereka tapi entah merasa janggal... Seperti orang udah mulai sadar bagaimana menarik simpatik orang. Tapi gw suport aja gpp itu demi kemanusiaan. Kaya beberapa ada yang ngga natural."",0,2025-12-20 00:00:00";
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@ariirawan107,Ketakutan pemerintah jika di golonglan bencana nasional ialah ketika negara lain membantu lalu melihat dan bertanya sebab bencana,0,2025-12-20 00:00:00;
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@BasriA06,kangkung itu pohon..kan ada daunnya,0,2025-12-20 00:00:00;
"SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@politikusbadjingan,""strategi 2029 nanti ni negeri akan dibikin ancur2an, lalu selama 2 tahun sebelumnya akan banyak orang2 yg akan mencari simpati agar bs dapat kursi di dewan. gw gak ngomongin si ferry ya, tp temen2 jg yg dewan jg sama kayak gitu, ada yg bener, ada yg keblinger. namanya jg manusia ya kan."",0,2025-12-20 00:00:00";
"SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@dott99999,""Secara gk langsung bang ferry menampar pemerintah secara halus, harus nya apa yg di lakuin bang ferry itu di lakukan oleh pemerintah dan pemimpin tertinggi negara Indonesia, bahkan sebelum bang ferry turun...maka dampak nya lebih besar dari apa yg bang ferry lakuin, karena dana nya lebih besar ...kalo bang ferry aja bisa kasih dampak sebesar itu apa lagi pemerintah seandainya melakukan hal yg sama...walaupun gw tau pemerintah udah turun langsung ke sana tapi kayak gk all out aja buat nanganin ini bencana seolah di anggap biasa aja !!!"",0,2025-12-20 00:00:00";
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@RoniDokima,Alhamdulillah seeorang FERRY IRWANDI akhirnya berhasil membuktikan ke PUBLIK bahwa seorang Masyarakat SIPIL lebih berguna dan bermanfaat dari ribuan pejabat yang kerjanya hanya saling sindir dan rakus dalam korupsi.,0,2025-12-20 00:00:00;
"SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@madearini-m3h,""Setulus ini lo seorang fery Irwandi buat bantu korban bencana,masih ada yg fitnah dengan munculkan isu negatif karena dia pengagum Tan malaka dan pendukung ANIS"",0,2025-12-20 00:00:00";
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@sudrajat9057,lebih bicara apa yg di lakukan doi heeee,0,2025-12-20 00:00:00;
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@garinrahmaw7054,Kok pemikiran seperti bang ferry ini ga ada pada para pejabat ya?,0,2025-12-20 00:00:00;
"SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@Benzyianida,""Trik WW nih pinter...dia pegang salah satu penguasa media terbesar yaitu DC biar klo ada masalah besar gini bisa dibungkam.....tp jangan lupa ada bang fery, bang densu dll....yg mereka ga pernah berhenti speakup"",0,2025-12-20 00:00:00";
"SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@mahesha6044,""Alah ded.. ded.. ";
"Pokoknya kau lah yang terbaik dalan segalanya"",0,2025-12-20 00:00:00";
"SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@NanaAriez,""Yaa Allah, liat podcast gini aja sy nangis"",0,2025-12-20 00:00:00";
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@totokyulianto5238,Buah dr ketulusan membantu adalah dimudahkan jalan agar lebih bermanfaat untuk scup yg lebih luas lagi.,0,2025-12-20 00:00:00;
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@tirtalestari3450,Hiduplah lebih lama mas Ferry,0,2025-12-20 00:00:00;
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@poppykamal2094,Semoga Allah selalu melindungi Mas Ferry agar selalu istiqamah di jalan Allah....aamiin 🤲❤❤❤,0,2025-12-20 00:00:00;
"SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@tirtalestari3450,""jaga kesehatan mas ferry, kalau bisa stop rokoknya hehe, semangat🔥🔥"",0,2025-12-20 00:00:00";
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@Presidentxb,Klo ga ama ferry beliau ga brani bhas ini,0,2025-12-20 00:00:00;
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@Rahmattt9088,Kalian lupa bahwa fery irwandi cuma pengen keliatan keren dimata istrinya,0,2025-12-20 00:00:00;
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@andrepranathasitepu2117,Undang KASAD bapak Maruli untuk cerita bagaimana hebatnya dan pengalaman TNI untuk penanganan bencana Sumatera,0,2025-12-20 00:00:00;
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@ryukaz.gaming,KAMIII SUPORRT TERUSSS BANGGGG,0,2025-12-20 00:00:00;
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@Yundi1971,Andai bencana itu muncul saat mau pemilu pasti bantuan akan melimpah baik dari partai maupun dari calon elit.... sekarang mereka sedang menikmati kenikmatan...yaa sudahlah sudah ada yg bantu kok....rakyat bantu rakyat...,0,2025-12-20 00:00:00;
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@piwchanlpiw,10:57 hal yg sama kayak berita bilang kalo gubernur aceh menyurati unicef atau pbb untuk minta bantu ditolong. tpi setelah itu gubernur aceh sendiri bilang dia ga pernh melakukan hal seperti itu. udh jelas kan media sekarang asal asalan buat berita,0,2025-12-20 00:00:00;
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@kobbamrock21,mantap,0,2025-12-20 00:00:00;
"SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@gomgomkristiansinambela8154,""Bangga dengan lu bg fer....lu semua batalin kontrak,kerjaan demi membantu bencana yang sedang terjadi 🙏"",1,2025-12-20 00:00:00";
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@tsalisfakhrudin5459,sehat terus orang baik,0,2025-12-20 00:00:00;
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@gustianmiftah8701,Proud of you bang,0,2025-12-20 00:00:00;
"SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@leonaandaratakako1957,""Kmrn byk yg komen d podcast siapa lupa,mana berani Deddy mengunggah tentang bencana sumatra"",0,2025-12-20 00:00:00";
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@Runsisu,37:02 iya ntr aja bg tunggu kampus malaka stabil dlu,0,2025-12-20 00:00:00;
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@Yusra-w9x,Alhamdulillah kita masih punya orang yg cerdas dan punya hati.mudah mudahan sehat selalu nak feri.kamu memang pantas jadi kebanggaan rakyat Indonesia,0,2025-12-20 00:00:00;
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@rinihandayani5341,Sehat selalu bang Ferry & all team...terima kasih...❤,0,2025-12-20 00:00:00;
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@aquasceppekalongan6115,Terimakasih KDC kang Dedy Corbuzier,2,2025-12-20 00:00:00;
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@NisyahbanuZarinah,Ayo....turun langsung kesana Om Ded,0,2025-12-20 00:00:00;
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@muhammad_zu2012,bang Ferry 2029 nyalon presiden independen pun pasti gua pilih,0,2025-12-20 00:00:00;
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@iwanksaputrahadin3092,Om ded tumben gak ada pertanyaan pinggir jurang ??,0,2025-12-20 00:00:00;
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@workwithomjek,Tengkyu fer tengkyu om ded,0,2025-12-20 00:00:00;
"SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@RahmaWati-wy9bq,""Dark banget""""udah pernah nikah 11 tahun om""""😅"",0,2025-12-20 00:00:00";
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@cutyeni7037,Kurir?? Yg punya hati.. luas kl rasa sayangnya feri kpd masy yg tertinpa musibah😭,0,2025-12-20 00:00:00;
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@ayuono8383,Nonton bang Dedi dua kali pertama habibb sekarang bang ferii yg lainn lwat dluuuu,0,2025-12-20 00:00:00;
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@hendrik4249,Baru update om ded 😂,0,2025-12-20 00:00:00;
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@NisyahbanuZarinah,Semangat Bang Ferry Irwandi DKK 👍,0,2025-12-20 00:00:00;
"SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@abdulgofar5954,""Sudah berminggu tapi belum ada penyelidikan kasus penebangan hutan liar ,tolong para pembela keadilan usut penyebab bencan besar ini"",0,2025-12-20 00:00:00";
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@bagusasefawaludin4000,InsyaAllah bag ferry jaminan syurga nanti. Krn sudah membantu  ribuan manusia.,0,2025-12-20 00:00:00;
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@kamariahriah4579,Per tanggal 20 dec 2025 listrik belum masuk ke kampung2 tamiang,0,2025-12-20 00:00:00;
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@Baiqalyzaa,Lebih gerak cepat relawan daripada pemerintah. Pemerintah sibuk rapat2 klarifikasi dan pencitraan🤣,0,2025-12-20 00:00:00;
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@piwchanlpiw,7:03 nah bener org org pada bisanya hujat kerja pemerintah lambat. tapi masyarakat sendiri kaga ada pernh mau membantu.,0,2025-12-20 00:00:00;
"SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@SM-wr5wu,""Setelah pak Purbaya, gua harap bang Ferry bisa jadi Menkeu sih. Atau misalkan Menkeu butuh orang bang Ferry bisa sih ditarik"",0,2025-12-20 00:00:00";
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@bungabaru1441,Kesini juga karena bang Ferry doang 🥰,0,2025-12-20 00:00:00;
"SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@IrvanAlfadholi,""Gatau bang, yang mas ferry lakukan dan cara menanggapi masalah / omongan orang memang bener"""" tepat dan benar. Matanya cuma fokus ke sumatera."",0,2025-12-20 00:00:00";
"SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@ziaulhaq4940,""menarik pengalaman bang feri sebagai relawan bencana banjir bandang sumatera, mungkin om @corbuzier bisa mendorong beliau menulis kan pengalamannya agar bisa menjadi pelajaran dan rujukan stakeholder indonesia raya menyikapi setiap bencana dan bagaimana mengelola nya jika terjadi lagi di kemudian hari.  ";
;
"Doa terbaik buat bang feri, semoga semua kebaikannya, ilmunya dan kerja kerasnya menjadi amal kebaikan untuk akhiratnya dan keluarganya. Aamiin 🙌"",0,2025-12-20 00:00:00";
"SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@ArshakaAmmarZayn,""Ojok sampek iki jadi podcast terakhir mu bang, sehat terus"",0,2025-12-20 00:00:00";
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@luthfiyudhistira468,Tetap jaga kesehatan dan tetap berprinsip baik calon Presiden!,0,2025-12-20 00:00:00;
"SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@elysusanti3860,""Dari semua hal besar yang terjadi dalam kisah ini, satu hal yang paling besar adalah bang Fery di sehatkan dan dikuatkan meskipun kondisi fisiknya yang sangat tidak memungkinkan untuk melakukan perjalanan jauh dan melakukan pekerjaan berat.";
Allah meringankan penyakit beliau dengan caraNYA yang sering kita lupa.;
Sehat selalu bang Fery, Om Deddy dan semua masyarakat Indonesia.;
"Rahayu🙏"",0,2025-12-20 00:00:00";
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@lonelygemini2150,Setuju bang ferry harus bikin partai politik,1,2025-12-20 00:00:00;
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@rusmincontra8539,Ferry ga pernah nyusahin orang tapi nyusahin Pemerintah dan DPR.....!!!! wkwkwkwkwk,1,2025-12-20 00:00:00;
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@OpiniownChannel,May Allah bring me to this point like him. Aamiin,0,2025-12-20 00:00:00;
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@purapura_gaming,34:40 dapet aja si ferry 😂😂,1,2025-12-20 00:00:00;
"SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@ellysaagust1705,""Dibalik lelaki hebat, ada dukungan istri yg kuat. ";
;
"Istri bukan budak yg harus berjalan di belakang, istri bukan pula pemimpin yg berjalan di depan,  tapi istri adalah partner yg berjalan di sisi seorang suami. """""",0,2025-12-20 00:00:00";
"SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@vincentrio4477,""untuk harga cabe ,seharusnya pemerintah hadir mereka beli semua pasokan cabe untuk MGB atau kantin"""" kantor pemerintahan, jadi harga pasaran tidak turun drastis."",1,2025-12-20 00:00:00";
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@muhammadanir5154,22:47 kopi dan rokok menyelamatkan air mata yang mau keluar,1,2025-12-20 00:00:00;
"SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@TeguhSantoso-sv8gi,""Terimakasih bang ferry, Alhamdulillah masih ada orang baik yang mencontohkan kebaikan"",0,2025-12-20 00:00:00";
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@churniabatik1235,Makasih bang Ferry,0,2025-12-20 00:00:00;
"SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@yogabhaskara5612,""""""aku kurir"""" statement ini coba diterapkan di seluruh pejabat sebagai """"aku pelayan"""". Sy yakin Indonesia dgn semua kekayaan nya bs jd negara dgn rakyat2nya paling makmur"",438,2025-12-20 00:00:00";
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@ilinSahilin,y,0,2025-12-20 00:00:00;
"SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@yose1908,""Uda Ferry, buka lagi donasi. Insya Allah kita gas"",0,2025-12-20 00:00:00";
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@duditrisnandar1985,Coba om ded ikut ke bang fery keaceh sehari 2hari aja biar tau lapangan.,1,2025-12-20 00:00:00;
"SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@NurLismawati-b7x,""Ya benar pendapat  anda ingin tampiln dan ing8n pencitraan";
YA  SEMUA  ORANG  INGIN  PENCITRAAN  AGAR REZEKI  NAMBAH TERUS;
SAYA JUGA NGAKU  JUJUR SAJA SETUJU;
"UNTUK APA PURA 2  JUJUR  , SEKARANG  ADA ORANG YANG BANTU ORANG LAIN  HANYA PENCITRAAN"",0,2025-12-20 00:00:00";
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@theDyazzz,Setuju sama ferry irwandi. Dia ngga ada setaik2nya sama mereka2 yang udah lebih dulu dan sampai sekarang masih kerja keras di lapangan...,0,2025-12-20 00:00:00;
"SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@Abdurrohman535,""- Kabupaten Sorong Selatan: Pada Juni 2024, banjir merendam ratusan rumah dengan tinggi air hingga dada orang dewasa, akibat penebangan hutan di hulu Sungai Maro untuk perkebunan dan aktivitas lainnya yang mengurangi daya resap tanah.";
​;
- Kabupaten Keerom: Banjir telah terjadi secara berulang selama 15 tahun terakhir, salah satu penyebabnya adalah penebangan hutan masif di daerah aliran sungai untuk perkebunan sawit dan pembangunan, yang menyebabkan pendangkalan sungai dan berkurangnya daya resap tanah.;
​;
- Kabupaten Merauke: Pada Mei 2024, banjir melanda empat desa dengan 2.762 warga terdampak. Meskipun dipicu hujan intens tinggi, ekspansi perkebunan sawit yang mengubah tutupan lahan juga dinilai berkontribusi pada berkurangnya daya resap dan meningkatnya aliran permukaan air.;
​;
"- Kabupaten Jayapura: Pernah mengalami banjir bandang pada awal 2019, yang dianggap sebagai akibat dari perusakan lingkungan termasuk ekspansi perkebunan yang mengurangi fungsi hutan sebagai penyerap air."",0,2025-12-20 00:00:00";
"SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@ahmadthoifuri9874,""Setelah gw pikir pikir bang lu wise banget padahal gw yg diem aja gregetan sama tingkah pemerintah rasanya pen cacimaki badut badut politik, keren banget lu bang👏"",1,2025-12-20 00:00:00";
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@S.I.A.-Home,Kurir Riza Chalid,0,2025-12-20 00:00:00;
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@MamnoeMr,memang pria punya selera,0,2025-12-20 00:00:00;
"SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@susyb216,""trimakasih nanda Feri, atas semua usahamu insyaaAllaah menjadi pemberat amal kebaikanmu diakherat kelak, aamiin"",1,2025-12-20 00:00:00";
"SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@abibmis,""10M lama bgt bang ngabisinnya, pedahal udah kliatan hasilnya. kalo yg onoh hasil ga kliatan habisnya paling cepet 😅"",536,2025-12-20 00:00:00";
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@esrameisaginting8447,Kenapa sampai sekarang tidak ada yang menjadi tersangka? Padahal barang bukti berbentuk kayu yang dipotong sudah tampak jelas.,41,2025-12-20 00:00:00;
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@rizamahnil,Semoga bangkit anak2 muda negri mengikut jejak bang fery....sehat selalu tetap semangat anak negri...,0,2025-12-20 00:00:00;
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@JwiKunn,Bang ferry tempo di cari pakpur,0,2025-12-20 00:00:00;
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@AnaYasashi,Coba mentri mentri bahlul yg nggk beretika Dan otak itu punya pemikiran sperti ini.. Tapi tidak mungkin.. Nyakitin mah ia 😢,12,2025-12-20 00:00:00;
"SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@halimatunsakdiah9745,""Ferry ..atas nama orang aceh ,kamu mengucapkan terimakasih banyak...smg fery sehat dan panjang umur ..allah akan aelalu bersamamu...amin...🙏"",73,2025-12-20 00:00:00";
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@elghani85,Dua kata ferri irwandi yg bikin gua ngeri. Gak takut dipenjara dan mati,0,2025-12-20 00:00:00;
"SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@diditnuryana909,""Hidup lebih lama bung fer...";
"Doa terbaik untuk sodara2ku yang ada di sumatra 🫂🫂❤❤❤"",0,2025-12-20 00:00:00";
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@BetungBetung-v4q,RESPECT BUAT BANG FERY❤❤❤,0,2025-12-20 00:00:00;
"SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@Oboz-01,""Bung Fery termasuk orang TERPELAJAR , bukan hanya BERPENDIDIKAN. sebaiknya ikut berpolitik dengan menumpang REL KDM. Indonesia membutuhkan orang seperti beliau."",0,2025-12-20 00:00:00";
SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@elghani85,The next super hero,0,2025-12-20 00:00:00;
"SAYA HANYA KURIR MASYARAKAT‼️STOP TUDUH SAYA MACAM2, SOSMED DAN LAPANGAN BERBEDA‼️- Ferry Irwandi,@Z2C1LaBa,""Nah skrg bahas masalah intinya, yaitu perusahaan kelapa sawit itu punya siapa? Kenapa bisa deforestasi to the max? Kenapa Presiden bilang kelapa sawit juga tanaman? Yah padi juga tanaman sih.";
